Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
"Madhusudan Masala","https://scanx.trade/company/madhusudan-masala-ltd","132.55","1.96%","132.00","6,000","188.10","10.00","19.84","229.00","128.10","-6.23%","-11.93%","-31.83%","16.27%","16.27%","2.06","-","52.40%","25.64%","7.13","141.02","160.56","41.01","-","-"
"Jay Jalaram Technologies","https://scanx.trade/company/jay-jalaram-technologies-ltd","158.00","-","-","-","187.60","28.11","34.94","532.95","110.20","2.27%","22.48%","-67.29%","70.81%","168.02%","2.80","-","-","12.19%","-","145.49","194.39","50.38","-","-"
"BSL","https://scanx.trade/company/bsl-ltd","179.00","-1.54%","184.90","16,552","187.10","28.80","38.24","331.85","127.30","4.68%","11.71%","-21.18%","23.75%","509.88%","1.53","0.45%","-","15.68%","-","162.52","171.55","64.93","-","-"
"Alpa Laboratories","https://scanx.trade/company/alpa-laboratories-ltd","88.21","-0.81%","89.90","10,781","187.10","7.07","55.26","137.30","87.44","-6.55%","-14.87%","-25.57%","48.88%","94.94%","1.08","-","-","14.72%","-","93.71","104.45","35.76","50.00%","-"
"Manaksia Aluminium Company","https://scanx.trade/company/manaksia-aluminium-company-ltd","28.57","0.70%","28.37","5,334","185.90","26.90","0.49","34.90","17.81","-7.96%","-3.48%","-9.65%","31.66%","278.41%","1.37","0.25%","-","18.04%","-","30.28","27.29","41.03","-","-"
"Premier Roadlines","https://scanx.trade/company/premier-roadlines-ltd","81.80","0.99%","81.50","15,000","185.20","11.89","22.25","139.00","78.20","-2.09%","-7.73%","-28.87%","-10.45%","-10.45%","2.10","-","26.58%","22.93%","5.52","84.00","96.42","46.13","-","-"
"Prajay Engineers Syndicate","https://scanx.trade/company/prajay-engineers-syndicate-ltd","26.82","1.71%","26.37","27,820","184.40","-6.67","0.52","37.80","17.12","2.41%","21.47%","-22.37%","87.55%","309.47%","0.38","-","-","-4.39%","-","24.69","23.15","55.51","-","-"
"Jainik Power Cables","https://scanx.trade/company/jainik-power-cables-ltd","125.10","-2.42%","126.90","18,000","183.90","19.43","0.49","153.10","60.60","-16.60%","27.98%","51.00%","51.00%","51.00%","2.37","-","-","55.92%","-","130.66","-","37.63","-","-"
"Yaari Digital Integrated Services","https://scanx.trade/company/yaarii-digital-integrated-services-ltd","17.82","-2.57%","18.29","1,00,845","183.70","-2.74","22.25","20.30","11.40","-4.96%","10.61%","26.11%","-46.96%","-63.89%","-0.65","-","-","3.09%","-","16.42","15.45","53.19","-","-"
"Enser Communications","https://scanx.trade/company/enser-communications-ltd","21.20","0.71%","21.40","30,000","183.50","20.99","16.13","321.00","13.35","0.47%","24.71%","-92.64%","-69.76%","-69.76%","5.36","-","-","32.36%","-","21.68","22.21","46.74","-","-"
"Vaswani Industries","https://scanx.trade/company/vaswani-industries-ltd","59.14","1.25%","58.41","80,196","183.10","23.98","16.63","66.84","33.30","1.48%","11.35%","3.34%","194.23%","1,308.10%","2.04","-","-","8.16%","-","55.65","48.12","64.93","-","-"
"Avro","https://scanx.trade/company/avro-india-ltd","140.63","2.21%","140.00","3,606","183.10","55.17","35.39","230.52","126.50","3.60%","-5.55%","-5.36%","16.13%","962.96%","2.50","-","-","6.17%","-","147.65","168.66","44.22","-","-"
"RS Software","https://scanx.trade/company/rs-software-ltd","71.81","1.46%","70.10","63,273","182.80","192.27","16.13","284.00","46.30","-0.79%","-18.49%","-73.75%","164.01%","210.19%","3.21","-","-","15.98%","-","72.52","87.80","50.33","-","-"
"Integra Essentia","https://scanx.trade/company/integra-essentia-ltd","1.81","5.85%","1.74","31,08,918","182.60","90.00","34.94","3.89","1.59","-5.24%","-15.42%","-50.00%","-70.08%","147.95%","1.13","-","-","4.43%","-","1.86","2.32","53.44","-","-"
"Usha Financial Services","https://scanx.trade/company/usha-financial-services-ltd","40.50","-3.57%","42.00","12,800","182.60","12.78","24.21","168.00","40.55","-5.92%","-60.39%","-74.01%","-74.01%","-74.01%","0.83","-","-","13.56%","-","44.96","43.40","35.39","-","-"
"Upsurge Seeds of Agriculture","https://scanx.trade/company/usaseeds.ltd","179.00","-1.10%","179.00","856","182.50","21.26","22.25","314.40","130.70","-32.96%","14.19%","-28.60%","-40.39%","21.77%","3.32","-","-","20.18%","-","172.85","142.59","50.07","-","-"
"Indbank Merchant Banking","https://scanx.trade/company/indbank-merchant-banking-ltd","40.77","-0.78%","41.90","44,200","182.40","28.65","24.21","53.00","25.50","24.03%","15.69%","-10.73%","78.42%","348.02%","1.89","-","4.70%","12.68%","2.11","34.68","34.83","59.54","50.00%","-"
"Xelpmoc Design & Tech","https://scanx.trade/company/xelpmoc-design-and-tech-ltd","127.99","4.18%","122.85","77,775","181.30","-27.26","16.13","159.06","80.21","25.04%","38.86%","-10.09%","-22.52%","-47.91%","2.95","-","-","-11.28%","-","100.33","102.89","70.41","-","-"
"Indian Terrain","https://scanx.trade/company/indian-terrain-fashions-ltd","35.82","0.82%","35.20","24,667","180.00","-5.37","45.55","57.00","29.65","-0.03%","-10.18%","-33.61%","-51.43%","22.46%","0.95","-","3.35%","-8.74%","-","35.10","37.45","53.53","50.00%","-"
"Arvee Laboratories","https://scanx.trade/company/arvee-laboratories-ltd","161.19","-1.08%","160.00","689","179.60","128.95","25.66","235.79","126.54","-6.20%","-11.97%","-9.02%","83.59%","270.13%","5.68","-","-","6.65%","-","164.18","160.50","47.95","-","-"
"Aarvi Encon","https://scanx.trade/company/aarvi-encon-ltd","120.08","-0.79%","118.15","5,259","179.30","15.26","22.25","168.00","88.00","-2.21%","12.73%","-22.65%","-21.85%","192.52%","1.43","1.67%","9.72%","10.75%","7.20","120.46","114.40","45.61","50.00%","-"
"Superhouse","https://scanx.trade/company/superhouse-ltd","161.34","-0.61%","162.25","11,096","179.00","48.99","30.90","237.99","129.53","-14.22%","-5.46%","-29.76%","-33.88%","87.39%","0.39","0.50%","6.16%","6.34%","11.33","160.92","169.39","47.29","50.00%","-"
"Royal Arc Electrodes","https://scanx.trade/company/royal-arc-electrodes-ltd","160.95","-","-","-","178.70","19.85","16.39","187.80","114.25","1.10%","2.16%","32.69%","32.69%","32.69%","2.49","-","-","37.40%","-","157.66","-","50.87","-","-"
"Bharat Gears","https://scanx.trade/company/bharat-gears-ltd","114.14","-1.43%","117.99","31,938","177.80","26.56","79.58","154.20","64.80","18.80%","19.16%","8.80%","-16.26%","261.32%","1.56","-","-","11.09%","-","103.62","89.02","50.54","-","-"
"Reliance Home Finance","-","3.63","-1.09%","3.70","7,98,933","177.80","7.30","17.41","7.78","2.15","-22.44%","-32.65%","-19.51%","-1.89%","120.00%","-3.34","-","-","68,731.85%","-","4.45","4.22","36.33","-","-"
"DCM","https://scanx.trade/company/dcm-ltd","96.51","1.59%","95.02","10,612","177.40","6.97","20.87","141.88","83.00","-2.70%","-16.27%","3.75%","21.70%","451.49%","4.13","-","-","40.12%","-","98.87","102.68","44.25","50.00%","-"
"Apex Ecotech","https://scanx.trade/company/apex-ecotech-ltd","129.00","-3.73%","134.00","12,800","176.70","19.88","-43.20","169.00","73.00","-9.15%","3.24%","-11.40%","-11.40%","-11.40%","3.68","-","-","24.52%","-","129.75","119.96","45.35","-","-"
"Bhadora Industries","https://scanx.trade/company/bhadora-industries-ltd","92.55","-2.58%","95.00","54,000","176.70","15.96","25.63","128.85","85.60","-18.74%","-12.65%","-12.65%","-12.65%","-12.65%","2.25","-","-","64.87%","-","-","-","42.44","-","-"
"Veekayem Fashion & Apparels","https://scanx.trade/company/veekayem-fashion-apparels-ltd","299.00","-0.18%","299.95","5,000","176.00","22.98","45.55","318.00","212.60","-3.02%","25.18%","-5.97%","700.54%","708.11%","3.59","-","-","31.87%","-","278.18","266.07","58.20","-","-"
"Signet Industries","https://scanx.trade/company/signet-industries-ltd","59.67","-0.05%","60.60","38,632","175.70","11.15","34.94","81.00","39.99","7.40%","-3.97%","-15.35%","48.25%","214.05%","0.84","0.83%","-","29.10%","-","55.08","56.92","65.89","-","-"
"Lorenzini Apparels","https://scanx.trade/company/lorenzini-apparels-ltd","10.32","1.78%","10.10","10,953","175.20","35.72","38.24","28.45","8.37","-10.42%","-14.50%","-59.72%","31.80%","31.80%","3.76","-","-","17.40%","-","10.80","12.55","40.35","-","-"
"Coral India Finance","https://scanx.trade/company/coral-india-finance-ltd","43.27","-0.30%","43.27","32,813","174.90","11.57","17.41","65.49","33.70","-7.64%","-5.07%","-20.65%","22.93%","122.47%","0.79","0.92%","-","9.21%","-","44.19","44.03","43.85","-","-"
"Vishwaraj Sugar Industries","https://scanx.trade/company/vishwaraj-sugar-industries-ltd","7.93","-1.25%","8.03","3,97,227","174.90","-4.89","20.40","18.00","7.82","-12.38%","-19.41%","-54.58%","-52.80%","-64.17%","0.62","-","-9.17%","0.71%","0.77","8.69","10.16","30.58","50.00%","-"
"Kore Digital","https://scanx.trade/company/kore-digital-ltd","159.65","9.99%","146.00","94,500","174.50","5.97","22.21","2,346.90","140.25","-32.02%","-45.01%","-92.80%","-20.95%","-20.95%","1.82","-","-","38.93%","-","240.89","340.41","26.12","-","-"
"Maitreya Medicare","https://scanx.trade/company/maitreya.ltd","253.00","-1.69%","248.25","3,600","174.40","91.67","33.16","374.90","214.45","4.55%","-5.60%","-31.03%","63.81%","63.81%","6.42","-","-","10.79%","-","249.22","282.86","52.78","-","-"
"Ruchi Infrastructure","https://scanx.trade/company/ruchi-infrastructure-ltd","7.36","-","7.26","69,941","173.70","21.76","22.25","13.98","6.35","-1.47%","-4.66%","-45.52%","-16.36%","-7.42%","0.88","-","-","3.52%","-","7.49","8.41","45.76","-","-"
"Arham Technologies","https://scanx.trade/company/arham-technologies-ltd","103.40","1.27%","104.80","35,000","172.80","24.05","15.29","164.00","70.80","4.60%","21.72%","-33.20%","64.13%","64.13%","5.61","-","18.66%","32.36%","2.88","95.06","97.63","56.66","-","-"
"Tunwal e-Motors","https://scanx.trade/company/tunwal-emotors-ltd","29.75","-0.67%","29.95","56,000","172.80","14.51","53.11","52.40","27.25","-3.25%","-1.82%","-32.54%","-51.07%","-51.07%","1.51","-","57.53%","15.67%","2.14","30.04","33.77","41.34","-","-"
"RKEC Projects","https://scanx.trade/company/rkec-projects-ltd","65.61","-1.80%","66.56","12,184","172.50","9.36","0.52","143.50","60.61","-6.34%","-13.15%","-51.97%","46.29%","77.32%","0.83","-","-","22.59%","-","69.19","75.11","39.62","-","-"
"Uma Exports","https://scanx.trade/company/uma-exports-ltd","49.56","-2.75%","50.96","65,604","172.30","-66.28","34.94","134.86","40.00","2.19%","-3.32%","-54.14%","-2.34%","-37.89%","0.87","-","-","7.93%","-","48.98","71.37","54.51","-","-"
"Cura Technologies","https://scanx.trade/company/cura-technologies-ltd","170.32","-2.00%","170.32","248","172.10","-321.36","16.13","337.00","24.43","-10.50%","-16.34%","592.08%","592.08%","592.08%","21.43","-","-","-5.72%","-","248.41","117.66","24.23","-","-"
"Niraj Cement Structurals","https://scanx.trade/company/niraj-cement-structurals-ltd","31.46","10.00%","28.60","2,40,541","170.70","12.09","0.52","72.37","28.40","-33.06%","-39.37%","-48.35%","3.49%","-33.77%","0.77","-","-","8.20%","-","45.14","53.51","24.70","-","-"
"Akanksha Power & Infrastructure","https://scanx.trade/company/akanksha-power-infrastructure-ltd","87.00","-","89.00","18,000","170.40","38.84","28.99","168.85","82.00","-8.76%","-12.12%","-43.21%","33.64%","33.64%","2.63","-","-","11.85%","-","91.06","104.45","42.35","-","-"
"Blue Water Logistics","https://scanx.trade/company/blue-water-logistics-ltd","151.60","-1.56%","154.00","22,000","169.40","15.63","22.25","187.20","125.40","1.13%","-5.43%","2.40%","2.40%","2.40%","2.75","-","-","49.90%","-","153.30","-","45.99","-","-"
"BEW Engineering","https://scanx.trade/company/bewltd.ltd","122.50","-5.19%","124.45","16,500","168.90","13.17","-43.20","1,460.00","120.00","-22.15%","-25.76%","-91.48%","-85.59%","-8.55%","1.19","-","-","13.33%","-","150.72","172.35","28.73","-","-"
"VR Infraspace","https://scanx.trade/company/vr-infraspace-ltd","185.00","-2.63%","185.00","400","168.70","54.41","0.52","345.00","164.00","-9.62%","11.45%","-38.54%","111.67%","111.67%","4.53","-","-","10.83%","-","194.81","255.12","42.82","-","-"
"Somi Conveyor Beltings","https://scanx.trade/company/somi-conveyor-belt-ltd","144.63","1.05%","145.36","10,424","168.60","28.58","22.25","227.90","125.15","6.50%","-4.09%","-20.01%","225.74%","607.24%","2.22","-","-","12.18%","-","142.95","164.79","52.57","-","-"
"Crown Lifters","https://scanx.trade/company/crown-lifters-ltd","149.17","-0.56%","155.00","19,987","168.40","15.46","22.25","285.00","135.34","-13.96%","-13.66%","-37.83%","302.62%","1,862.76%","3.01","-","-","21.50%","-","158.87","173.90","37.46","-","-"
"Smarten Power Systems","https://scanx.trade/company/smarten-power-systemsltd","87.00","-1.69%","89.95","31,200","168.20","12.95","28.99","157.95","80.75","-11.31%","-39.52%","-42.46%","-42.46%","-42.46%","2.10","-","-","42.95%","-","95.98","-","40.44","-","-"
"Weizmann","https://scanx.trade/company/weizmann-ltd","106.27","-1.46%","107.85","9,143","167.10","-52.60","38.24","155.00","100.09","-3.21%","-11.23%","-22.65%","21.66%","250.73%","2.78","0.46%","-","18.92%","-","109.38","115.78","38.81","-","-"
"Visaman Global Sales","https://scanx.trade/company/visaman-global-sales-ltd","121.00","-","-","-","167.10","78.06","34.94","123.30","34.00","3.95%","49.47%","195.12%","155.54%","155.54%","5.93","-","-","26.00%","-","101.38","58.28","66.52","-","-"
"Maheshwari Logistics","https://scanx.trade/company/maheshwari-logistics-ltd","57.13","1.29%","56.13","9,414","166.90","8.83","34.94","72.95","53.52","-5.04%","-6.74%","-6.89%","-23.06%","-47.25%","0.85","-","8.07%","20.25%","4.46","59.00","59.18","44.43","50.00%","-"
"Canarys Automations","https://scanx.trade/company/canarys-automations-ltd","28.90","-0.34%","29.00","52,000","165.90","19.93","16.13","46.40","23.50","-2.86%","-5.71%","-26.93%","-30.02%","-30.02%","1.96","-","-","14.43%","-","30.41","30.99","40.25","-","-"
"Aartech Solonics","https://scanx.trade/company/aartech-solonics-ltd","57.45","9.99%","51.15","1,69,153","165.90","77.50","28.99","105.39","49.75","1.18%","-18.86%","-12.54%","46.82%","46.82%","5.79","0.22%","-","7.14%","-","57.28","63.07","58.93","-","-"
"IVP","https://scanx.trade/company/ivp-ltd","157.14","-1.93%","164.90","8,180","165.50","17.95","25.66","266.60","140.91","-5.90%","-15.89%","-30.56%","11.84%","257.95%","1.17","0.63%","-","16.33%","-","166.20","174.98","40.16","50.00%","-"
"Sheel Biotech","https://scanx.trade/company/sheel-biotech-ltd","78.00","-3.70%","80.90","42,000","164.90","-","22.25","95.55","77.55","-18.37%","-18.37%","-18.37%","-18.37%","-18.37%","-","-","-","16.34%","-","-","-","-","-","-"
"Shree OSFM e-Mobility","https://scanx.trade/company/shree-osfm-e-mobility-ltd","106.10","-0.66%","108.90","11,000","164.50","-","22.25","176.00","82.70","-8.93%","-1.67%","-32.44%","55.46%","55.46%","-","-","15.11%","16.82%","-","115.11","112.40","37.91","-","-"
"IBL Finance","https://scanx.trade/company/ibl-finance-ltd","66.50","-","-","-","164.50","85.26","24.21","79.45","45.45","-0.97%","3.10%","-8.53%","13.10%","13.10%","3.05","-","-","19.25%","-","66.45","58.54","49.12","-","-"
"Modern Threads","https://scanx.trade/company/modern-threads-india-ltd","45.79","-2.93%","49.45","885","164.00","52.04","7.92","62.00","31.35","-11.53%","0.79%","-19.31%","118.05%","118.05%","1.25","-","-","4.38%","-","50.53","45.88","44.36","-","-"
"Global Pet Industries","https://scanx.trade/company/global-pet-industries-ltd","136.60","-1.73%","136.60","1,500","163.80","37.63","-43.20","158.00","93.10","-2.43%","2.71%","4.96%","158.71%","158.71%","3.19","-","21.84%","10.67%","1.86","138.50","122.28","48.95","-","-"
"Sheetal Universal","https://scanx.trade/company/sheetal-universal-ltd","143.00","0.03%","142.00","22,000","163.80","17.61","19.84","145.00","59.15","5.93%","11.15%","127.16%","89.66%","89.66%","3.74","-","-","30.58%","-","132.50","107.86","65.16","-","-"
"Kesoram Industries","https://scanx.trade/company/kesoram-industries-ltd","5.27","0.96%","5.27","9,96,473","163.70","0.03","22.25","235.98","2.84","-8.03%","-15.41%","-97.48%","88.89%","-85.17%","0.36","-","-","-10.41%","-","5.39","6.75","45.71","-","-"
"Rajputana Industries","https://scanx.trade/company/rajputana-industries-ltd","74.00","0.41%","76.50","6,000","163.70","18.73","20.31","101.90","70.05","-8.13%","-4.52%","-9.70%","-2.37%","-2.37%","2.56","-","-","16.72%","-","80.96","81.23","38.98","-","-"
"Classic Electrodes (India)","https://scanx.trade/company/classic-electrodes-india-ltd","88.00","-3.30%","91.00","16,000","163.50","13.60","28.99","113.90","80.50","-15.38%","-7.37%","-7.37%","-7.37%","-7.37%","1.82","-","-","38.48%","-","-","-","43.38","-","-"
"Dollex Agrotech","https://scanx.trade/company/dollex-agrotech-ltd","40.95","0.12%","40.90","8,000","163.40","32.24","20.40","45.45","32.00","-4.43%","-4.55%","-6.61%","30.00%","30.00%","1.42","-","12.21%","6.52%","2.81","41.57","38.23","46.32","-","-"
"Drone Destination","https://scanx.trade/company/drone-destination-ltd","66.60","-0.52%","66.75","51,000","163.40","-23.87","22.25","235.00","64.55","-21.28%","-34.09%","-68.44%","-34.77%","-34.77%","2.74","-","-","-11.65%","-","83.52","118.30","28.09","-","-"
"Avi Ansh Textile","https://scanx.trade/company/avi-ansh-textile-ltd","119.75","2.44%","116.90","22,000","163.40","92.66","18.89","118.00","77.60","18.56%","18.33%","49.31%","68.31%","68.31%","3.91","-","-","8.61%","-","102.51","102.87","84.77","-","-"
"Trust Fintech","https://scanx.trade/company/trust-fintech-ltd","65.10","-4.96%","70.00","20,400","163.20","19.38","16.13","220.80","42.70","17.19%","-1.81%","-68.27%","-56.72%","-56.72%","1.53","-","-","10.27%","-","58.00","80.96","57.82","-","-"
"Prime Cable Industries","-","87.80","-1.40%","86.05","1,23,200","163.20","-","25.63","94.95","70.70","12.13%","12.13%","12.13%","12.13%","12.13%","3.10","-","-","47.12%","-","-","-","-","-","-"
"Marvel Decor","https://scanx.trade/company/marvel-decor-ltd","91.90","-","-","-","163.00","42.55","45.55","143.25","72.95","-7.78%","-1.29%","-2.75%","153.52%","347.20%","2.60","-","4.74%","9.01%","2.02","91.04","100.82","49.94","-","-"
"Enfuse Solutions","https://scanx.trade/company/enfuse-solutions-ltd","184.00","-","-","-","162.80","50.14","16.13","284.00","153.90","-9.52%","-27.33%","18.59%","59.38%","59.38%","4.65","-","-","18.13%","-","216.76","232.86","38.38","-","-"
"Dynamic Services & Security","https://scanx.trade/company/dynamic.ltd","119.25","0.93%","114.25","25,000","162.40","7.92","22.25","404.35","107.30","4.29%","-20.63%","-61.58%","614.07%","122.69%","0.93","-","-","14.20%","-","130.49","181.75","43.25","-","-"
"TBI Corn","https://scanx.trade/company/tbi-corn-ltd","92.60","4.04%","88.00","38,400","161.60","12.33","19.84","222.50","75.20","-6.93%","-22.15%","-51.26%","-55.46%","-55.46%","1.66","-","-","22.16%","-","90.75","114.17","52.77","-","-"
